"CNTSCHID","CNT","PRIVATESCH","STRATIO","SCHSIZE","SCH_TESTED","sum_MATH1below","mean_ESCS","mean_ESCS_std","Y_MATH1","Y_MATH1_rate","Y_BIN_MATH1"
20800163,"Denmark","private",18.1818,200,15,4,0.590393333333333,0.568626563911238,4,0.266666666666667,0
20800165,"Denmark","private",12,90,11,4,0.944154545454545,1.43219867438171,4,0.363636363636364,0
20800166,"Denmark","public",14.3902,590,19,8,0.759342105263158,0.981050092940876,8,0.421052631578947,0
20800171,"Denmark","public",14.8571,312,18,10,0.179027777777778,-0.435564423720973,10,0.555555555555556,0
20800186,"Denmark","private",16.2963,220,17,5,0.918352941176471,1.36921396860705,5,0.294117647058824,0
20800189,"Denmark","private",20.8,208,13,8,0.0992769230769231,-0.630245501086355,8,0.615384615384615,0
20800194,"Denmark","public",9.44,472,17,6,0.0890823529411765,-0.655131628072061,6,0.352941176470588,0
20800202,"Denmark","public",15.25,427,17,2,0.364752941176471,0.0178122208296655,2,0.117647058823529,0
20800239,"Denmark","public",11.6125,929,16,5,0.7032125,0.844031222538625,5,0.3125,0
20800255,"Denmark","private",14.3125,229,15,7,0.0449,-0.76298587118193,7,0.466666666666667,0
20800275,"Denmark","private",13.3333,140,19,2,0.864126315789474,1.23684049258816,2,0.105263157894737,0
20800305,"Denmark","private",6.9091,266,15,9,0.48658,0.315206187991327,9,0.6,0
20800312,"Denmark","public",14.3077,837,18,8,-0.179916666666667,-1.31178940489367,8,0.444444444444444,0
20800347,"Denmark","public",15.0323,233,18,10,0.424527777777778,0.163729523315421,10,0.555555555555556,0
20800372,"Denmark","public",12.036,668,17,6,0.579405882352941,0.541804922909576,6,0.352941176470588,0
20800378,"Denmark","private",16.8085,395,19,3,0.410542105263158,0.12958887613316,3,0.157894736842105,0
21400009,"Dominican Republic","public",50.3333,755,17,17,-0.666747058823529,0.565975660737594,17,1,1
21400019,"Dominican Republic","public",20.2424,668,17,17,-2.17989411764706,-1.57487399211162,17,1,1
21400021,"Dominican Republic","public",34.2553,805,18,18,-1.69063888888889,-0.882659788254949,18,1,1
21400027,"Dominican Republic","public",44,242,19,18,-1.28862631578947,-0.313879329976125,18,0.947368421052632,1
21400037,"Dominican Republic","private",22.4762,236,15,13,0.236786666666667,1.84432455040677,13,0.866666666666667,1
21400044,"Dominican Republic","public",79.2308,515,13,13,-1.71101538461538,-0.911489116870416,13,1,1
21400062,"Dominican Republic","public",34,510,12,12,-1.53443333333333,-0.661655089845638,12,1,1
21400083,"Dominican Republic","public",16.3333,392,10,10,-1.30088,-0.331216240777528,10,1,0
21400090,"Dominican Republic","private",9.2333,277,15,12,0.339933333333333,1.99025980781498,12,0.8,1
21400095,"Dominican Republic","public",23.2857,326,11,11,-0.9075,0.225350572426079,11,1,1
21400100,"Dominican Republic","public",7.2381,76,12,12,-1.31429166666667,-0.350191502805124,12,1,1
21400109,"Dominican Republic","public",45.625,365,12,12,-1.19748333333333,-0.184927275241552,12,1,1
21400132,"Dominican Republic","public",8.6,129,10,10,-0.49347,0.811133676983223,10,1,0
21400145,"Dominican Republic","private",25,250,15,15,-0.415913333333333,0.920863370433224,15,1,1
21400148,"Dominican Republic","public",28.6087,658,12,12,-1.55505,-0.690824220115473,12,1,1
21400176,"Dominican Republic","public",24.8553,1976,19,19,-0.943721052631579,0.174103849577846,19,1,1
21400200,"Dominican Republic","public",11.8947,113,13,13,-1.37080769230769,-0.430152213278354,13,1,1
21400204,"Dominican Republic","public",22.9206,722,16,16,-1.4062125,-0.480244086249512,16,1,1
21400213,"Dominican Republic","private",18.75,75,12,12,-1.34835,-0.398378340077887,12,1,1
23300007,"Estonia","public",7.75,124,11,2,-0.125372727272727,0.287120732972752,2,0.181818181818182,0
23300008,"Estonia","public",11.6981,310,19,12,-0.442026315789474,-0.445203142477653,12,0.631578947368421,1
23300027,"Estonia","public",9.4815,128,11,6,-0.168354545454545,0.187716801338012,6,0.545454545454545,0
23300038,"Estonia","public",10.8077,281,16,12,-0.690575,-1.02002099472986,12,0.75,1
23300044,"Estonia","public",14.037,379,15,3,0.496066666666667,1.72432189484488,3,0.2,0
23300049,"Estonia","public",7.2632,69,10,2,0.02633,0.637963209362007,2,0.2,0
23300054,"Estonia","public",9.5082,290,12,4,-0.0156333333333333,0.540914724810067,4,0.333333333333333,0
23300062,"Estonia","public",10,175,11,1,-0.608981818181818,-0.831320669559665,1,0.0909090909090909,0
23300074,"Estonia","public",8.8182,97,13,3,-0.112692307692308,0.316446704148282,3,0.230769230769231,0
23300075,"Estonia","public",8.0606,133,15,9,-0.498406666666667,-0.575593823496119,9,0.6,0
23300079,"Estonia","public",6.8,102,12,9,-0.805266666666667,-1.28526809396101,9,0.75,0
23300080,"Estonia","public",11.6757,216,17,5,-0.240452941176471,0.0209750416246375,5,0.294117647058824,0
23300125,"Estonia","private",6.4651,139,10,7,-0.78132,-1.2298867044129,7,0.7,0
23300129,"Estonia","public",12.4865,231,14,3,-0.392835714285714,-0.331440174883605,3,0.214285714285714,0
23300169,"Estonia","public",11.8929,333,17,9,-0.558411764705882,-0.714367447217538,9,0.529411764705882,0
23300175,"Estonia","public",9.7143,204,16,9,-0.4390625,-0.438348733925913,9,0.5625,0
23300178,"Estonia","public",9.6596,227,11,7,-0.5537,-0.703470562057369,7,0.636363636363636,0
23300187,"Estonia","public",13.697,226,18,5,0.361611111111111,1.41336690462511,5,0.277777777777778,0
23300199,"Estonia","public",8.3684,159,12,1,0.00470833333333335,0.587958840862035,1,0.0833333333333333,0
23300207,"Estonia","private",8.9655,260,15,0,0.85652,2.55794131858852,0,0,0
23300230,"Estonia","public",12.2703,227,13,3,-0.552115384615385,-0.69980582645467,3,0.230769230769231,0
25000004,"France","public",14.6667,506,11,10,-0.602736363636364,-0.344003001601063,10,0.909090909090909,0
25000005,"France","private",13.8333,83,13,8,-0.768123076923077,-0.767677558966842,8,0.615384615384615,0
25000007,"France","private",14.8276,215,12,11,-0.344033333333333,0.318721891315879,11,0.916666666666667,1
25000018,"France","public",15.3407,698,17,15,-0.0246,1.13702085511026,15,0.88235294117647,1
25000057,"France","private",16.6842,951,15,11,-0.591413333333333,-0.314996561141973,11,0.733333333333333,1
25000065,"France","private",5,70,16,12,0.0209375,1.25367520885268,12,0.75,1
25000130,"France","public",14.9615,389,11,8,-0.5104,-0.107463032851682,8,0.727272727272727,0
25000146,"France","public",13.3231,433,12,12,-1.43940833333333,-2.48732285709151,12,1,1
25000147,"France","public",10.3836,379,16,14,-0.93295625,-1.18993410095094,14,0.875,1
25000179,"France","public",14.4,612,18,15,-0.505233333333333,-0.0942274762005156,15,0.833333333333333,1
25000222,"France","public",14.3908,626,13,11,0.132530769230769,1.5395459901674,11,0.846153846153846,1
25000227,"France","public",8.76,438,19,18,-0.544442105263158,-0.19466939660694,18,0.947368421052632,1
25000231,"France","public",13.4495,733,19,17,-0.201847368421053,0.682962612657285,17,0.894736842105263,1
25000248,"France","public",15.8298,372,14,13,-0.515757142857143,-0.121186536291832,13,0.928571428571429,1
26800010,"Georgia","public",12.6377,436,18,14,-0.360516666666667,0.500812854729917,14,0.777777777777778,1
26800018,"Georgia","public",8.7111,196,11,11,-0.973963636363636,-0.902963255659063,11,1,1
26800025,"Georgia","public",13.7143,192,15,15,-0.735373333333333,-0.356987182568582,15,1,1
26800037,"Georgia","private",5.8966,171,18,13,-0.188788888888889,0.893784641767539,13,0.722222222222222,1
26800038,"Georgia","public",12,186,11,11,-0.996681818181818,-0.954950212125064,11,1,1
26800045,"Georgia","public",12.6774,393,15,13,-0.180773333333333,0.912126969558225,13,0.866666666666667,1
26800061,"Georgia","public",15.3529,261,12,12,-0.617958333333333,-0.0883015746133547,12,1,1
26800067,"Georgia","public",10.75,215,13,13,-1.09985384615385,-1.19104303722951,13,1,1
26800069,"Georgia","public",18.3226,284,15,14,-1.18460666666667,-1.38498642696172,14,0.933333333333333,1
26800075,"Georgia","public",13.1795,257,16,15,-0.37749375,0.461963491729251,15,0.9375,1
26800080,"Georgia","public",8.7647,298,15,15,-0.55322,0.0598418350845105,15,1,1
26800084,"Georgia","public",11.9683,377,19,14,-0.461210526315789,0.270390924847169,14,0.736842105263158,1
26800097,"Georgia","public",19.2195,394,18,18,-0.481666666666667,0.223580291566984,18,1,1
26800101,"Georgia","public",8.9565,206,10,9,-1.00048,-0.963641748904374,9,0.9,0
26800106,"Georgia","public",10.3404,243,11,11,-0.738754545454545,-0.364724550318984,11,1,1
26800113,"Georgia","public",8.1026,316,12,12,-0.973016666666667,-0.900796265676987,12,1,1
26800114,"Georgia","public",9.4118,240,16,13,-0.8864,-0.702587759588424,13,0.8125,1
26800115,"Georgia","public",11.6,232,16,13,-0.9297625,-0.80181596445968,13,0.8125,1
26800127,"Georgia","private",7.1379,207,15,8,0.476286666666667,2.41570458368812,8,0.533333333333333,0
26800145,"Georgia","private",10.2979,484,12,8,-0.081,1.14044242094336,8,0.666666666666667,0
26800157,"Georgia","public",8.6471,147,11,11,-0.6431,-0.145834291841486,11,1,1
26800161,"Georgia","public",13.5319,318,18,17,-0.704116666666667,-0.285461257550593,17,0.944444444444444,1
26800163,"Georgia","public",14.6667,264,14,13,-0.684035714285714,-0.239509182442675,13,0.928571428571429,1
26800176,"Georgia","public",10.7895,205,11,10,-0.641181818181818,-0.141444836933792,10,0.909090909090909,0
26800185,"Georgia","public",12.913,297,16,13,-0.29556875,0.649435862650615,13,0.8125,1
26800189,"Georgia","public",8.9024,365,16,16,-0.990525,-0.940861310057598,16,1,1
26800191,"Georgia","public",7.0732,145,12,12,-0.693058333333333,-0.260156015335899,12,1,1
26800193,"Georgia","public",8,148,14,12,-1.17237142857143,-1.3569880248317,12,0.857142857142857,1
26800194,"Georgia","public",8.9189,165,11,11,-0.214527272727273,0.834886431918702,11,1,1
26800195,"Georgia","public",14.9697,247,14,13,-0.456142857142857,0.281987482123883,13,0.928571428571429,1
26800198,"Georgia","public",5.7222,103,12,12,-1.01688333333333,-1.0011781760147,12,1,1
26800212,"Georgia","public",14.3333,301,15,14,-0.44228,0.313710432338293,14,0.933333333333333,1
26800213,"Georgia","public",8.6389,311,14,14,-0.9515,-0.851558786100244,14,1,1
26800234,"Georgia","private",6.6538,173,11,9,0.00329090909090911,1.33332879963595,9,0.818181818181818,0
26800239,"Georgia","public",7.84,196,15,14,-0.68724,-0.246841682167626,14,0.933333333333333,1
26800242,"Georgia","public",8.8293,181,12,10,-0.734391666666667,-0.354740794073562,10,0.833333333333333,0
26800246,"Georgia","private",7.6,133,10,8,-0.84936,-0.617827593351899,8,0.8,0
26800248,"Georgia","private",4.8644,287,10,3,0.46313,2.38559763839154,3,0.3,0
26800249,"Georgia","public",6.6667,200,12,11,-0.335,0.559203699990951,11,0.916666666666667,1
26800251,"Georgia","public",12.8,192,10,10,-1.02542,-1.02071298394592,10,1,0
26800253,"Georgia","public",10.6667,272,15,10,-0.0535266666666667,1.20331078758496,10,0.666666666666667,0
26800256,"Georgia","private",11.3333,221,18,9,0.417638888888889,2.28149844454538,9,0.5,0
26800258,"Georgia","public",6.3158,120,13,12,-1.20964615384615,-1.44228532263695,12,0.923076923076923,1
26800260,"Georgia","public",9.4595,175,10,8,-0.5223,0.130597351824072,8,0.8,0
26800263,"Georgia","private",8.1765,278,14,10,-0.170178571428571,0.936371402071292,10,0.714285714285714,0
26800274,"Georgia","public",10.4167,250,18,17,-0.146388888888889,0.990810318021013,17,0.944444444444444,1
26800275,"Georgia","public",8.8261,203,10,9,-1.17692,-1.36739670923841,9,0.9,0
26800276,"Georgia","public",8.6923,226,13,12,-0.477015384615385,0.234224012946024,12,0.923076923076923,1
26800280,"Georgia","public",13.1163,282,17,15,-0.132558823529412,1.02245822943924,15,0.88235294117647,1
26800281,"Georgia","public",10.9286,306,15,15,-0.717353333333333,-0.315751270160855,15,1,1
26800284,"Georgia","private",4.9315,180,16,9,0.3365125,2.0958535685089,9,0.5625,0
26800290,"Georgia","public",6.9655,101,10,10,-1.01745,-1.00247490281997,10,1,0
26800292,"Georgia","private",12.2456,349,10,10,-0.46593,0.259591157729929,10,1,0
26800294,"Georgia","public",15.4091,339,18,15,-0.525355555555556,0.123605197481906,15,0.833333333333333,1
26800295,"Georgia","public",11.5714,243,15,14,-0.88178,-0.692015622223069,14,0.933333333333333,1
26800300,"Georgia","public",16.6531,408,15,13,-0.210653333333333,0.843751327896579,13,0.866666666666667,1
26800302,"Georgia","public",18.0909,398,19,17,-0.834842105263158,-0.584605693478813,17,0.894736842105263,1
26800304,"Georgia","public",8.5128,166,15,15,-0.668373333333333,-0.203668307356725,15,1,1
26800306,"Georgia","public",12.0435,277,14,11,-1.06172142857143,-1.10378304659003,11,0.785714285714286,1
26800319,"Georgia","public",11.2051,437,19,19,-1.20702631578947,-1.43629023869535,19,1,1
30000031,"Greece","public",5.6111,101,16,6,-0.4275875,-0.14264673848661,6,0.375,0
30000128,"Greece","public",5.8261,67,19,14,-1.06107894736842,-0.922026328312782,14,0.736842105263158,1
30000182,"Greece","public",6.9524,73,18,15,-0.670266666666667,-0.441213025627067,15,0.833333333333333,1
30000189,"Greece","public",8,64,18,16,-1.3445,-1.27071704018539,16,0.888888888888889,1
30000191,"Greece","public",6.6897,97,15,15,-0.43076,-0.146549840507947,15,1,1
36000011,"Indonesia","public",23.6,236,10,10,-2.86545,-1.56620659406156,10,1,0
36000015,"Indonesia","public",21.7895,414,13,11,-1.56880769230769,0.443527991525665,11,0.846153846153846,1
36000036,"Indonesia","public",14,84,11,11,-2.8753,-1.58147363073821,11,1,1
36000061,"Indonesia","private",5.5484,86,10,10,-2.05704,-0.313209119973196,10,1,0
36000071,"Indonesia","public",29.2,438,18,18,-1.80959444444444,0.0703198518177304,18,1,1
36000080,"Indonesia","private",18.2105,173,13,13,-2.18446153846154,-0.51070651094654,13,1,1
36000091,"Indonesia","private",5.7,57,10,8,-1.27521,0.898590604382644,8,0.8,0
36000117,"Indonesia","public",19.871,308,18,18,-2.05826666666667,-0.315110395606701,18,1,1
36000128,"Indonesia","private",6.8947,131,13,13,-1.24347692307692,0.947775380956001,13,1,1
36000133,"Indonesia","public",15.0435,173,16,16,-1.68513125,0.263231948718879,16,1,1
36000144,"Indonesia","public",21.0513,821,17,17,-0.921235294117647,1.44723474827221,17,1,1
36000190,"Indonesia","private",18.2222,82,13,13,-2.6043,-1.16143637801008,13,1,1
36000192,"Indonesia","private",18,63,10,10,-2.40355,-0.850283320869225,10,1,0
36000193,"Indonesia","public",14.8889,134,10,10,-2.63572,-1.21013590007915,10,1,0
36000198,"Indonesia","private",14.5455,80,15,15,-1.87802666666667,-0.0357468737184431,15,1,1
36000201,"Indonesia","private",12.4,62,19,19,-1.60815263157895,0.38254518635868,19,1,1
36000222,"Indonesia","public",22.6531,555,14,14,-2.06938571428571,-0.332344396399535,14,1,1
36000233,"Indonesia","private",100,285,14,11,-1.442,0.640073949834584,11,0.785714285714286,1
36000249,"Indonesia","private",10,60,15,15,-2.86910666666667,-1.57187425539296,15,1,1
36000259,"Indonesia","public",16.8571,118,14,13,-2.51157142857143,-1.0177114540534,13,0.928571428571429,1
36000269,"Indonesia","private",5.9048,124,12,12,-2.23603333333333,-0.590640367168707,12,1,1
36000281,"Indonesia","public",15,735,16,15,-2.0740875,-0.339631943094535,15,0.9375,1
36000302,"Indonesia","private",6,153,14,14,-1.15503571428571,1.08485509449332,14,1,1
36000308,"Indonesia","private",11.25,450,16,14,-1.82225,0.0507043359974215,14,0.875,1
36000314,"Indonesia","private",10.3243,382,15,9,0.28734,3.3204696053064,9,0.6,0
36000319,"Indonesia","private",12.8182,141,17,17,-1.10726470588235,1.15889791047045,17,1,1
36000322,"Indonesia","private",8.1818,90,15,15,-2.07038,-0.333885492487562,15,1,1
36000325,"Indonesia","public",17.3333,858,19,19,-2.64549473684211,-1.22528628240128,19,1,1
36000333,"Indonesia","private",7.6154,99,10,10,-2.44038,-0.907368088463236,10,1,0
36000335,"Indonesia","private",20.8,156,12,12,-1.66108333333333,0.300505088388627,12,1,1
36000356,"Indonesia","private",5.4667,82,14,11,-1.32971428571429,0.814111525292838,11,0.785714285714286,1
36000365,"Indonesia","public",7.625,61,19,19,-1.73638947368421,0.183784113087737,19,1,1
36000386,"Indonesia","private",5.2778,95,12,12,-1.58608333333333,0.416751560545858,12,1,1
36000387,"Indonesia","private",10.2927,211,14,5,-0.230721428571429,2.51749875954421,5,0.357142857142857,0
36000391,"Indonesia","private",13.1765,112,13,12,-2.28737692307692,-0.670220516176447,12,0.923076923076923,1
36000392,"Indonesia","private",8.6154,56,12,10,-1.28650833333333,0.881078719165892,10,0.833333333333333,0
36000394,"Indonesia","public",7.6585,157,18,17,-1.83088333333333,0.0373230754246556,17,0.944444444444444,1
38000001,"Italy","public",11.9828,1390,18,9,0.180366666666667,1.20955045974493,9,0.5,0
38000029,"Italy","public",6.9596,689,16,9,-0.470375,-0.0427528020385118,9,0.5625,0
38000040,"Italy","public",7.7751,1314,16,11,-0.22435,0.430703756473346,11,0.6875,1
38000047,"Italy","public",7.618,678,17,14,-1.24745882352941,-1.53819201660399,14,0.823529411764706,1
38000052,"Italy","public",5.5087,796,10,5,-0.58748,-0.26811254305886,5,0.5,0
38000062,"Italy","private",8.6667,91,17,0,0.295758823529412,1.43161396332178,0,0,0
38000078,"Italy","private",5.3636,118,11,10,-0.863536363636364,-0.799362196072052,10,0.909090909090909,0
38000080,"Italy","private",8.24,103,13,0,0.418823076923077,1.66844183808083,0,0,0
38000083,"Italy","private",7.037,1520,19,2,0.115715789473684,1.08513472223629,2,0.105263157894737,0
38000104,"Italy","public",7.9692,518,15,15,-0.36432,0.16134204731816,15,1,1
38000113,"Italy","private",5.4839,85,12,11,0.534266666666667,1.89060432035806,11,0.916666666666667,1
38000115,"Italy","public",8.5285,1049,17,15,-0.539694117647059,-0.176152216245422,15,0.88235294117647,1
38000117,"Italy","private",6.8333,123,18,12,-0.785044444444444,-0.648310417059363,12,0.666666666666667,1
38000128,"Italy","public",7.0558,695,19,16,-0.938768421052632,-0.944140616940146,16,0.842105263157895,1
38000132,"Italy","private",6.5714,460,19,12,-0.535442105263158,-0.167969539078339,12,0.631578947368421,1
38000133,"Italy","private",15.7465,559,13,12,-0.734084615384615,-0.550242069171875,12,0.923076923076923,1
38000136,"Italy","public",1.8488,269,17,13,-0.920176470588235,-0.908361810384324,13,0.764705882352941,1
38000150,"Italy","private",9.0476,190,11,5,0.0379454545454546,0.935471577720757,5,0.454545454545455,0
38000170,"Italy","public",4.7264,475,13,10,-0.801676923076923,-0.680318367848329,10,0.769230769230769,0
38000175,"Italy","public",6.48,162,18,10,-0.867866666666667,-0.807695537683843,10,0.555555555555556,0
38000180,"Italy","private",7.9,158,14,11,-0.676728571428571,-0.4398646880875,11,0.785714285714286,1
38000187,"Italy","public",7.1579,680,19,16,-0.533536842105263,-0.164303003816491,16,0.842105263157895,1
38000199,"Italy","public",6.2524,1313,12,6,-0.490483333333333,-0.08144977306751,6,0.5,0
38000208,"Italy","public",5.2428,637,17,16,-0.610482352941176,-0.312378836570513,16,0.941176470588235,1
38000215,"Italy","public",7.2059,735,16,8,-0.52225625,-0.142594355036351,8,0.5,0
38000217,"Italy","public",5.5452,1012,19,17,-1.01831052631579,-1.0972133998471,17,0.894736842105263,1
38000218,"Italy","private",10.8235,92,19,6,0.489242105263158,1.80395794746664,6,0.31578947368421,0
38000226,"Italy","private",5.4348,125,11,1,0.162136363636364,1.17446761640236,1,0.0909090909090909,0
38000232,"Italy","public",5.2328,1371,14,13,-0.738,-0.557776931585249,13,0.928571428571429,1
38000248,"Italy","private",23.4286,656,12,1,0.6955,2.20088571093786,1,0.0833333333333333,0
38000260,"Italy","private",9.8356,359,13,13,-1.26066153846154,-1.56359964580743,13,1,1
38000261,"Italy","public",10.2019,1061,19,12,-0.463178947368421,-0.0289045414397208,12,0.631578947368421,1
38000280,"Italy","public",6.7197,887,17,15,-1.33702941176471,-1.71056385869225,15,0.88235294117647,1
38000290,"Italy","public",11.2929,1677,18,4,-0.0943166666666667,0.680943100002765,4,0.222222222222222,0
38000301,"Italy","public",5.6154,584,18,15,-0.619916666666667,-0.33053446184596,15,0.833333333333333,1
38000302,"Italy","public",5.3747,997,15,14,-1.35417333333333,-1.74355604284134,14,0.933333333333333,1
38000310,"Italy","public",7.8864,694,14,1,-0.0808071428571428,0.706941159752754,1,0.0714285714285714,0
38000325,"Italy","private",8.2,123,18,1,0.915733333333333,2.6247081520296,1,0.0555555555555556,0
38000332,"Italy","private",4.7273,260,11,1,-0.213990909090909,0.450639045696513,1,0.0909090909090909,0
38000334,"Italy","private",12.069,350,17,4,-0.178235294117647,0.519448030200997,4,0.235294117647059,0
38000341,"Italy","private",3.6571,64,10,8,-0.66915,-0.425280298911572,8,0.8,0
38000343,"Italy","public",6.4464,722,19,15,-0.762436842105263,-0.604803791311112,15,0.789473684210526,1
38000347,"Italy","public",6.7315,1003,14,14,-0.836321428571429,-0.746989105955325,14,1,1
38000348,"Italy","private",9.5,190,11,3,0.389454545454545,1.61192431409897,3,0.272727272727273,0
38000351,"Italy","public",6.5963,531,18,17,-0.787205555555556,-0.65246931241239,17,0.944444444444444,1
38000355,"Italy","private",15,435,15,2,0.948393333333333,2.687559858974,2,0.133333333333333,0
38000364,"Italy","public",11.6364,448,16,10,-0.5761375,-0.246284757204086,10,0.625,0
38000367,"Italy","public",6.8251,1249,19,11,-0.75221052631579,-0.585124017792406,11,0.578947368421053,1
38000380,"Italy","public",8.5325,657,13,9,-0.101361538461538,0.667385775522906,9,0.692307692307692,0
38000382,"Italy","private",5.6316,107,13,1,-0.766138461538462,-0.611927278752481,1,0.0769230769230769,0
38000384,"Italy","private",8.2321,461,13,1,0.409438461538462,1.6503818535144,1,0.0769230769230769,0
38000388,"Italy","private",4.5487,257,18,11,-0.587844444444444,-0.268813888907596,11,0.611111111111111,1
38000392,"Italy","public",5.6475,689,11,7,-0.442790909090909,0.0103307006603863,7,0.636363636363636,0
38000396,"Italy","public",7.9,948,18,6,-0.667327777777778,-0.421773569667888,6,0.333333333333333,0
38000414,"Italy","public",6.663,603,17,15,-0.678488235294118,-0.443251028491602,15,0.88235294117647,1
38000418,"Italy","public",6.4348,148,16,4,-0.15521875,0.56374163356154,4,0.25,0
38000419,"Italy","private",10.7727,237,18,10,-0.596183333333333,-0.284861451696525,10,0.555555555555556,0
38000446,"Italy","public",6.8679,1820,19,8,-0.727,-0.53660826115082,8,0.421052631578947,0
38000450,"Italy","public",2.6769,174,13,10,-1.04836923076923,-1.15505910968899,10,0.769230769230769,0
38000459,"Italy","public",4.5399,740,18,13,-1.05063888888889,-1.15942689557389,13,0.722222222222222,1
38000481,"Italy","private",10.1053,960,18,7,-0.347633333333333,0.193454278892327,7,0.388888888888889,0
38000497,"Italy","private",6.8571,264,10,6,-0.85029,-0.773870568229072,6,0.6,0
38000501,"Italy","private",8.6,86,17,12,-0.156752941176471,0.560789198343529,12,0.705882352941177,1
38000503,"Italy","public",7.4987,1436,11,9,-0.795663636363636,-0.668746251060938,9,0.818181818181818,0
38000542,"Italy","public",6.1967,1323,18,18,-0.957216666666667,-0.979642874348956,18,1,1
39800017,"Kazakhstan","public",9.4255,443,15,10,-0.48148,0.569090382527258,10,0.666666666666667,0
39800018,"Kazakhstan","public",4.8727,134,16,15,-1.23441875,-1.55784637006342,15,0.9375,1
39800019,"Kazakhstan","public",9.3333,420,15,15,-1.00142,-0.899660555237598,15,1,1
39800030,"Kazakhstan","public",11.9718,425,19,10,-0.976526315789474,-0.82933970662308,10,0.526315789473684,0
39800039,"Kazakhstan","public",6.1429,387,16,14,-1.3327625,-1.83565241506056,14,0.875,1
39800041,"Kazakhstan","public",5.0233,108,11,6,-0.955818181818182,-0.770842396953319,6,0.545454545454545,0
39800057,"Kazakhstan","public",9.4324,349,12,11,-1.14691666666667,-1.31066637438659,11,0.916666666666667,1
39800070,"Kazakhstan","public",6.8049,279,17,16,-0.743982352941177,-0.172438595908397,16,0.941176470588235,1
39800078,"Kazakhstan","public",6,192,17,10,0.0397411764705882,2.0414604477734,10,0.588235294117647,0
39800079,"Kazakhstan","public",8.9421,541,19,16,-0.539357894736842,0.405594186484267,16,0.842105263157895,1
39800098,"Kazakhstan","public",7.7027,285,12,10,-0.851891666666667,-0.477265894688786,10,0.833333333333333,0
39800104,"Kazakhstan","public",3.4643,97,11,10,-0.429627272727273,0.715566402467027,10,0.909090909090909,0
39800107,"Kazakhstan","public",5.8788,194,11,7,-0.386654545454545,0.836957781241754,7,0.636363636363636,0
39800115,"Kazakhstan","public",4.8065,149,10,8,-0.87543,-0.543758084473675,8,0.8,0
39800127,"Kazakhstan","public",4.8642,197,18,13,-0.798494444444444,-0.32642691285833,13,0.722222222222222,1
39800128,"Kazakhstan","public",6.35,254,19,17,-1.21115263157895,-1.49212314575087,17,0.894736842105263,1
39800134,"Kazakhstan","public",6.6333,199,10,7,-0.06125,1.75617582811122,7,0.7,0
39800136,"Kazakhstan","public",7.7188,247,19,18,-0.598173684210526,0.239448581328184,18,0.947368421052632,1
39800148,"Kazakhstan","public",4.6176,157,10,9,-0.58923,0.26471312064288,9,0.9,0
39800155,"Kazakhstan","public",6.0597,203,17,11,-0.668476470588235,0.0408539676809507,11,0.647058823529412,1
39800168,"Kazakhstan","public",7.9759,331,11,9,-0.667436363636364,0.0437921106607894,9,0.818181818181818,0
39800203,"Kazakhstan","public",7.9091,261,14,12,-0.597435714285714,0.241533233440177,12,0.857142857142857,1
39800222,"Kazakhstan","public",1,349,10,8,-0.68059,0.00663510072866472,8,0.8,0
39800234,"Kazakhstan","public",5.8919,218,13,11,-1.14072307692308,-1.29317043111616,11,0.846153846153846,1
39800237,"Kazakhstan","public",5.6581,331,19,16,-0.711647368421053,-0.0810972126015841,16,0.842105263157895,1
39800246,"Kazakhstan","public",7.3778,332,19,17,-0.922242105263158,-0.675995118562243,17,0.894736842105263,1
39800249,"Kazakhstan","public",14.6286,256,18,17,-1.01282777777778,-0.931885781819366,17,0.944444444444444,1
39800251,"Kazakhstan","public",5.8261,134,12,11,-0.856458333333333,-0.490166029221859,11,0.916666666666667,1
39800252,"Kazakhstan","public",7.0526,201,15,13,-0.895533333333333,-0.600546924888978,13,0.866666666666667,1
39800256,"Kazakhstan","public",6.9412,236,11,9,-0.241436363636364,1.24717692330807,9,0.818181818181818,0
39800263,"Kazakhstan","public",4.2917,103,11,9,-0.816490909090909,-0.377264171630394,9,0.818181818181818,0
39800272,"Kazakhstan","private",3.3333,100,12,8,0.182533333333333,2.44482644057569,8,0.666666666666667,0
39800280,"Kazakhstan","public",6.1739,213,12,12,0.523475,3.40793447734874,12,1,1
39800283,"Kazakhstan","public",7.037,190,11,8,-0.791854545454545,-0.307670214262188,8,0.727272727272727,0
39800318,"Kazakhstan","public",1,18,17,11,-0.311705882352941,1.04867628571285,11,0.647058823529412,1
39800320,"Kazakhstan","public",5.902,301,17,12,-0.589376470588235,0.264299363644331,12,0.705882352941177,1
39800323,"Kazakhstan","public",5.2903,164,10,9,-0.52852,0.436209580680008,9,0.9,0
39800332,"Kazakhstan","public",3.2759,95,10,4,-0.9792,-0.836892455385432,4,0.4,0
39800341,"Kazakhstan","public",4.2955,189,19,18,-0.904242105263158,-0.625147872957429,18,0.947368421052632,1
39800348,"Kazakhstan","public",6.069,176,12,7,-0.335325,0.981955892603464,7,0.583333333333333,0
39800369,"Kazakhstan","public",5.76,144,12,9,-0.455741666666667,0.641797235663846,9,0.75,0
39800378,"Kazakhstan","public",3.878,159,11,7,-0.769663636363636,-0.244984291776656,7,0.636363636363636,0
39800393,"Kazakhstan","public",6.5391,376,19,14,-0.188868421052632,1.39567331705779,14,0.736842105263158,1
