"CNTSCHID","CNT","PRIVATESCH","STRATIO","SCHSIZE","SCH_TESTED","sum_MATH1below","mean_ESCS","mean_ESCS_std","Y_MATH1","Y_MATH1_rate","Y_BIN_MATH1"
39800396,"Kazakhstan","public",7.08,177,16,12,-0.79265,-0.309917251631088,12,0.75,1
39800403,"Kazakhstan","public",3.9649,113,11,6,-0.611281818181818,0.202420108691567,6,0.545454545454545,0
39800404,"Kazakhstan","public",4.7568,176,11,6,-1.00693636363636,-0.915243438385579,6,0.545454545454545,0
39800407,"Kazakhstan","public",6.087,140,10,10,-0.94383,-0.736977617771971,10,1,0
39800414,"Kazakhstan","public",3.64,91,10,8,-0.4742,0.589655268527427,8,0.8,0
39800438,"Kazakhstan","public",7.5172,218,19,17,-1.18006315789474,-1.40430013996501,17,0.894736842105263,1
39800447,"Kazakhstan","public",5.6786,318,10,10,-0.85347,-0.481724444835801,10,1,0
39800448,"Kazakhstan","public",8.4578,351,11,10,-0.777309090909091,-0.266581530945166,10,0.909090909090909,0
39800466,"Kazakhstan","public",5.75,92,12,6,-0.975933333333333,-0.827664621923818,6,0.5,0
39800470,"Kazakhstan","public",6.4242,212,19,18,-0.582715789473684,0.283114768562494,18,0.947368421052632,1
39800473,"Kazakhstan","public",3.6452,113,19,14,-0.297889473684211,1.08770552598816,14,0.736842105263158,1
39800485,"Kazakhstan","public",6.866,333,15,11,-0.760293333333333,-0.218514619578137,11,0.733333333333333,1
39800503,"Kazakhstan","public",7.4615,291,13,5,-0.0506307692307692,1.78617353005885,5,0.384615384615385,0
39800513,"Kazakhstan","public",6.1887,164,16,10,-0.84001875,-0.44372672192237,10,0.625,0
39800521,"Kazakhstan","public",4.6154,120,12,11,-0.960491666666667,-0.784044276504502,11,0.916666666666667,1
39800529,"Kazakhstan","public",5.0448,169,12,8,-0.981233333333333,-0.842636310907458,8,0.666666666666667,0
39800535,"Kazakhstan","public",3.9091,86,10,8,-0.49508,0.530672463625842,8,0.8,0
39800551,"Kazakhstan","public",4.3019,114,13,10,-1.17746923076923,-1.39697269276325,10,0.769230769230769,0
39800573,"Kazakhstan","public",8.5758,283,15,13,-0.98964,-0.866383857836225,13,0.866666666666667,1
39800588,"Kazakhstan","public",5.2,208,17,16,-0.690529411764706,-0.0214422165584121,16,0.941176470588235,1
39800591,"Kazakhstan","public",1,16,16,16,-0.46994375,0.601678523477733,16,1,1
39800600,"Kazakhstan","public",5.7381,241,12,9,-0.731691666666667,-0.137719287927745,9,0.75,0
39800603,"Kazakhstan","public",7.3103,212,14,13,-0.953378571428571,-0.76395087091662,13,0.928571428571429,1
39800604,"Kazakhstan","public",9.5238,400,14,9,-0.770992857142857,-0.248739137077993,9,0.642857142857143,0
39800607,"Kazakhstan","public",5.6522,130,19,10,-0.0118263157894737,1.89579017309719,10,0.526315789473684,0
39800612,"Kazakhstan","public",6,252,13,11,-0.545438461538462,0.38841751572991,11,0.846153846153846,1
40000032,"Jordan","public",8.913,205,17,16,-0.845394117647059,0.675048960472767,16,0.941176470588235,1
40000036,"Jordan","public",10.4211,198,13,10,-0.832084615384615,0.691437630580333,10,0.769230769230769,0
40000037,"Jordan","public",13.6667,246,11,9,-0.727681818181818,0.819994128631493,9,0.818181818181818,0
40000054,"Jordan","public",6.7895,129,12,7,-0.601316666666667,0.975593995586561,7,0.583333333333333,0
40000112,"Jordan","public",7.6667,115,16,16,-0.321625,1.31999263397664,16,1,1
40000127,"Jordan","public",13.3529,227,18,16,-1.54515,-0.186596207436431,16,0.888888888888889,1
40000159,"Jordan","private",15.5556,280,10,9,0.01958,1.74013578236703,9,0.9,0
40000210,"Jordan","public",8.3333,150,15,14,-1.50859333333333,-0.14158211611892,14,0.933333333333333,1
40000212,"Jordan","public",10.85,217,18,17,-2.08845555555556,-0.855596095038018,17,0.944444444444444,1
40000234,"Jordan","private",14.8387,460,19,13,0.244942105263158,2.01763565614716,13,0.68421052631579,1
40000264,"Jordan","public",13.9583,335,17,17,-0.620811764705882,0.951588685381918,17,1,1
40000273,"Jordan","public",11.85,237,11,6,-1.68718181818182,-0.361487241455628,6,0.545454545454545,0
40000311,"Jordan","private",9.2836,311,14,12,0.54425,2.38618875833744,12,0.857142857142857,1
42200004,"Lebanon","public",24.2254,860,18,18,-1.85988333333333,-1.0109749052238,18,1,1
42200012,"Lebanon","public",10.6667,288,10,10,-2.27431,-1.58201546973658,10,1,0
42200035,"Lebanon","public",14.3704,194,10,10,-1.60469,-0.659342742412768,10,1,0
42200040,"Lebanon","public",3.5652,82,10,9,-1.08373,0.058490631779483,9,0.9,0
42200042,"Lebanon","private",24.3922,622,16,16,-1.6044375,-0.658994821407348,16,1,1
42200061,"Lebanon","private",9.1429,288,17,16,-0.164182352941176,1.3255399066159,16,0.941176470588235,1
42200108,"Lebanon","private",9.913,570,14,4,0.569821428571429,2.33692736659952,4,0.285714285714286,0
42200117,"Lebanon","private",13.136,821,17,17,-0.450247058823529,0.931369926078348,17,1,1
42200142,"Lebanon","public",8.4762,178,10,10,-1.03983,0.118980660048524,10,1,0
42200181,"Lebanon","private",4.5106,106,17,17,-1.49247058823529,-0.50471505699176,17,1,1
42200199,"Lebanon","public",14.8,777,16,16,-1.319625,-0.266550261581008,16,1,1
42200215,"Lebanon","private",15.1667,91,14,13,-0.990114285714286,0.18748418994735,13,0.928571428571429,1
42200252,"Lebanon","public",10.04,251,10,10,-1.47042,-0.474331441827707,10,1,0
42200257,"Lebanon","private",1.4286,100,10,7,-0.66957,0.629163754966412,7,0.7,0
42200262,"Lebanon","private",13.4483,390,10,10,-0.75287,0.514384270802149,10,1,0
42200268,"Lebanon","public",11.5238,242,10,10,-2.67434,-2.13321879566972,10,1,0
42200274,"Lebanon","public",9.2955,409,14,14,-1.36749285714286,-0.332507619935218,14,1,1
42200295,"Lebanon","public",4.7222,425,15,15,-1.18009333333333,-0.0742888843351504,15,1,1
42200317,"Lebanon","public",8.5221,963,19,15,-0.568594736842105,0.768298072116639,15,0.789473684210526,1
42200318,"Lebanon","public",4.5778,412,14,14,-1.77375,-0.892291356972316,14,1,1
44000001,"Lithuania","public",8.6383,203,17,8,-0.2703,0.126582070789875,8,0.470588235294118,0
44000005,"Lithuania","public",7.9512,163,11,7,-0.267345454545455,0.133866067090441,7,0.636363636363636,0
44000014,"Lithuania","public",7.3933,329,11,9,-0.6117,-0.715089304814574,9,0.818181818181818,0
44000024,"Lithuania","public",10.7451,274,14,8,-0.102964285714286,0.539123608079302,8,0.571428571428571,0
44000044,"Lithuania","public",11.3913,262,16,14,-0.30844375,0.032544277781052,14,0.875,1
44000046,"Lithuania","public",10.88,408,14,9,0.163592857142857,1.19628095168142,9,0.642857142857143,0
44000048,"Lithuania","public",7.1515,236,19,13,-0.72831052631579,-1.0025753683593,13,0.68421052631579,1
44000051,"Lithuania","public",33.7273,371,19,16,-0.726942105263158,-0.999201727967459,16,0.842105263157895,1
44000055,"Lithuania","public",7.8909,217,10,7,-0.16432,0.387860138705984,7,0.7,0
44000058,"Lithuania","public",6.963,94,11,10,-0.716572727272727,-0.973637555040194,10,0.909090909090909,0
44000065,"Lithuania","public",4,114,10,9,-0.77683,-1.12219297866801,9,0.9,0
44000067,"Lithuania","public",6.4167,231,12,9,-0.110125,0.521469922539854,9,0.75,0
44000071,"Lithuania","public",11.1374,1175,16,16,-0.66244375,-0.840190540508272,16,1,1
44000081,"Lithuania","public",6.6364,73,11,6,-0.911527272727273,-1.45426924939599,6,0.545454545454545,0
44000094,"Lithuania","public",10.2727,226,18,13,-0.444277777777778,-0.302334494959473,13,0.722222222222222,1
44000095,"Lithuania","public",7.9623,211,14,10,-0.420178571428571,-0.242921454072209,10,0.714285714285714,0
44000105,"Lithuania","public",9.4497,704,16,13,-0.0893187499999999,0.572764664949549,13,0.8125,1
44000111,"Lithuania","public",8.8889,200,16,11,-0.99799375,-1.6674396034376,11,0.6875,1
44000112,"Lithuania","public",6.2182,171,11,9,-0.329990909090909,-0.0205770667778624,9,0.818181818181818,0
44000124,"Lithuania","public",9.1,182,13,8,-0.439861538461538,-0.291446907905291,8,0.615384615384615,0
44000127,"Lithuania","public",9.7347,477,13,10,-0.444307692307692,-0.302408244823397,10,0.769230769230769,0
44000130,"Lithuania","public",13.0313,417,19,11,0.0326684210526316,0.873506053543467,11,0.578947368421053,1
44000169,"Lithuania","public",13.7978,614,16,9,-0.03994375,0.694491449280158,9,0.5625,0
44000173,"Lithuania","public",2.8172,131,16,7,0.2837625,1.49254149242385,7,0.4375,0
44000174,"Lithuania","public",7.6667,207,11,9,-0.0284090909090909,0.72292845099127,9,0.818181818181818,0
44000177,"Lithuania","public",7.1563,229,15,14,-0.76942,-1.10392471594619,14,0.933333333333333,1
44000179,"Lithuania","public",5.9592,146,12,9,-0.791775,-1.1590376731859,9,0.75,0
44000191,"Lithuania","public",6,75,14,12,-0.439528571428571,-0.290626026766837,12,0.857142857142857,1
44000201,"Lithuania","public",5.098,130,10,10,-1.01224,-1.70256163283041,10,1,0
44000211,"Lithuania","public",2.2973,170,19,11,0.363915789473684,1.69014761254845,11,0.578947368421053,1
44000219,"Lithuania","public",9.4194,292,14,7,-0.203657142857143,0.290880211521098,7,0.5,0
44000232,"Lithuania","public",6.1818,170,11,11,0.199445454545455,1.2846702456909,11,1,1
44000235,"Lithuania","private",10.3182,227,11,5,0.3293,1.60480748617484,5,0.454545454545455,0
44000277,"Lithuania","public",11.7872,554,10,9,-0.6433,-0.792994446786164,9,0.9,0
44000300,"Lithuania","public",6.5,195,16,11,-0.6949125,-0.920237457545931,11,0.6875,1
44000301,"Lithuania","private",8.2192,300,17,4,0.806847058823529,2.78212936642047,4,0.235294117647059,0
44000304,"Lithuania","public",10.1628,437,19,10,0.0546684210526315,0.927743810612295,10,0.526315789473684,0
44000308,"Lithuania","public",8,200,12,12,-0.665758333333333,-0.848362157127259,12,1,1
44000315,"Lithuania","public",9.625,231,17,10,-0.595305882352941,-0.67467202434644,10,0.588235294117647,0
44000327,"Lithuania","public",11.4182,314,13,6,0.0250615384615384,0.854752405814976,6,0.461538461538462,0
44000341,"Lithuania","public",8.9524,188,14,8,-0.201107142857143,0.297166860635894,8,0.571428571428571,0
44000351,"Lithuania","public",8.9231,290,15,11,0.0738533333333333,0.975041383869908,11,0.733333333333333,1
44000358,"Lithuania","public",6.45,258,18,7,-0.376227777777778,-0.134567250935212,7,0.388888888888889,0
44000361,"Lithuania","public",7.1692,233,17,12,-0.697464705882353,-0.926529544938508,12,0.705882352941177,1
44000363,"Lithuania","public",8.5106,600,10,10,-0.12431,0.48649889599343,10,1,0
48400011,"Mexico","public",22.8889,206,19,19,-2.95197894736842,-1.33465093111101,19,1,1
48400012,"Mexico","public",19,76,15,12,-2.20238666666667,-0.799941009929336,12,0.8,1
48400076,"Mexico","public",20.7407,280,15,14,-1.02911333333333,0.0369951588955395,14,0.933333333333333,1
48400095,"Mexico","private",17.7391,204,17,9,0.775888235294118,1.32456477686176,9,0.529411764705882,0
48400097,"Mexico","public",12.2353,208,10,10,-1.98029,-0.641511828912601,10,1,0
48400133,"Mexico","public",13.4286,47,16,15,-2.70268125,-1.15681832058059,15,0.9375,1
48400135,"Mexico","private",6.7273,74,11,8,0.605327272727273,1.20289778375264,8,0.727272727272727,0
48400150,"Mexico","private",8.3125,133,16,9,1.09735625,1.55387895368984,9,0.5625,0
48400194,"Mexico","private",31.4,157,19,18,-1.18271052631579,-0.0725709946892961,18,0.947368421052632,1
48400198,"Mexico","public",25.55,511,19,18,-1.4882,-0.290487129367993,18,0.947368421052632,1
48400228,"Mexico","private",7.9091,87,19,16,-0.0884210526315789,0.708023274072163,16,0.842105263157895,1
48400230,"Mexico","public",11.2195,230,18,18,-1.11156666666667,-0.0218216359179797,18,1,1
48400257,"Mexico","public",16.8525,514,11,10,-1.72693636363636,-0.460785977781549,10,0.909090909090909,0
48400259,"Mexico","public",32.4,81,18,15,-2.9441,-1.32903060732323,15,0.833333333333333,1
48400277,"Mexico","private",61,61,14,13,0.715178571428571,1.28125848834165,13,0.928571428571429,1
49800007,"Moldova","public",5.2444,118,17,16,-0.866458823529412,0.171389395466499,16,0.941176470588235,1
49800023,"Moldova","public",12.2432,453,16,14,-1.001025,-0.201781300245619,14,0.875,1
49800024,"Moldova","public",10.4,130,14,13,-1.12975,-0.558753602390516,13,0.928571428571429,1
49800025,"Moldova","public",11.8261,136,13,12,-1.03896923076923,-0.307005921809492,12,0.923076923076923,1
49800028,"Moldova","public",12.2857,172,11,8,-0.629736363636364,0.827853652428429,8,0.727272727272727,0
49800029,"Moldova","public",10.069,146,15,10,-1.0094,-0.225006338353707,10,0.666666666666667,0
49800033,"Moldova","public",15.9286,223,13,11,-0.482069230769231,1.23735511967035,11,0.846153846153846,1
49800035,"Moldova","public",10.7857,151,16,10,-1.42646875,-1.38159590401845,10,0.625,0
49800049,"Moldova","public",17.3333,260,18,17,-0.763533333333333,0.456816073925897,17,0.944444444444444,1
49800054,"Moldova","public",11.1875,179,13,13,-1.01429230769231,-0.238573387021209,13,1,1
49800056,"Moldova","public",18.2308,237,19,16,-0.823005263157895,0.29189215314537,16,0.842105263157895,1
49800057,"Moldova","public",13,169,12,12,-0.8463,0.227292612742295,12,1,1
49800066,"Moldova","public",13.375,214,17,17,-1.057,-0.357007748973998,17,1,1
49800070,"Moldova","public",10.05,201,12,11,-1.01836666666667,-0.249872150298285,11,0.916666666666667,1
49800071,"Moldova","public",14,196,16,11,-1.22421875,-0.820728565826141,11,0.6875,1
49800073,"Moldova","public",13.7692,179,11,10,-0.967018181818182,-0.107475670608901,10,0.909090909090909,0
49800075,"Moldova","public",8.0833,97,10,9,-0.82099,0.297480757759093,9,0.9,0
49800076,"Moldova","public",1.037,14,13,11,-1.22799230769231,-0.831193165373234,11,0.846153846153846,1
49800078,"Moldova","public",11.5789,110,11,9,-1.72540909090909,-2.21059898576868,9,0.818181818181818,0
49800080,"Moldova","public",6.2462,203,10,9,-0.78522,0.396675935445812,9,0.9,0
49800087,"Moldova","public",7.7059,131,11,6,-0.668281818181818,0.720961753835984,6,0.545454545454545,0
49800094,"Moldova","public",16.8148,227,17,16,-1.15706470588235,-0.63450107522978,16,0.941176470588235,1
49800101,"Moldova","public",9.8095,309,18,15,-0.766472222222222,0.4486661268883,15,0.833333333333333,1
49800102,"Moldova","public",12.4918,381,19,13,-0.7595,0.468001067402827,13,0.68421052631579,1
49800120,"Moldova","public",10.5556,190,17,16,-0.991435294117647,-0.175187714029142,16,0.941176470588235,1
49800137,"Moldova","public",9.9444,179,14,14,-1.05193571428571,-0.342963781367488,14,1,1
49800142,"Moldova","public",10.9167,131,11,11,-1.89363636363636,-2.67711657620576,11,1,1
49800166,"Moldova","public",8.0952,170,10,10,-0.97274,-0.123343067065053,10,1,0
49800168,"Moldova","public",12.9524,136,18,15,-0.788561111111111,0.387410570325942,15,0.833333333333333,1
49800172,"Moldova","public",14.5882,248,12,6,-0.380366666666667,1.5193904542342,6,0.5,0
49800175,"Moldova","public",18.2745,466,17,15,-1.04436470588235,-0.321968323614089,15,0.88235294117647,1
49800176,"Moldova","public",11.2353,382,16,8,0.050725,2.71486751529834,8,0.5,0
49800177,"Moldova","public",7.125,57,10,10,-1.45613,-1.46385066958066,10,1,0
49800178,"Moldova","public",12.5,275,11,9,-0.578736363636364,0.969283735235885,9,0.818181818181818,0
49800184,"Moldova","public",1.625,26,19,16,-0.852631578947368,0.209734265000564,16,0.842105263157895,1
49800188,"Moldova","public",13.1538,171,16,16,-1.3788375,-1.24950783280821,16,1,1
49800201,"Moldova","public",8.48,106,14,13,-1.25652142857143,-0.910308379654764,13,0.928571428571429,1
49800204,"Moldova","public",10.0645,156,18,14,-0.737427777777778,0.529210404983875,14,0.777777777777778,1
49800210,"Moldova","public",10.5161,163,13,9,-0.578907692307692,0.968808617036408,9,0.692307692307692,0
49800212,"Moldova","public",9.4167,113,18,16,-0.949766666666667,-0.0596348232278642,16,0.888888888888889,1
49800216,"Moldova","public",13,117,10,9,-1.05773,-0.35903214035536,9,0.9,0
49800219,"Moldova","public",13.0645,405,17,10,0.158682352941176,3.01424824796783,10,0.588235294117647,0
49800222,"Moldova","public",9.5625,153,14,12,-0.989628571428571,-0.170177421097258,12,0.857142857142857,1
49800225,"Moldova","public",12.5,150,17,11,-0.951947058823529,-0.0656813534886058,11,0.647058823529412,1
50400103,"Morocco","public",13.5,135,16,16,-2.6005,-0.707106781186548,16,1,1
50400110,"Morocco","private",1.1282,22,11,11,-1.2151,0.707106781186548,11,1,1
59100010,"Panama","public",17.2857,121,12,12,-2.095975,-0.745517875352038,12,1,1
59100032,"Panama","public",22.8,228,18,18,-1.17949444444444,0.304775891474844,18,1,1
59100062,"Panama","public",1,33,14,14,-2.14430714285714,-0.800906882868375,14,1,1
59100063,"Panama","public",10.3333,124,12,11,-1.42615,0.0221067273743754,11,0.916666666666667,1
59100071,"Panama","public",2.2703,168,10,8,-1.44106,0.00501975267702785,8,0.8,0
59100078,"Panama","public",21.9048,920,16,16,-0.946625,0.57164606619031,16,1,1
59100093,"Panama","private",19.5238,205,10,10,-1.57971,-0.1538742139083,10,1,0
59100106,"Panama","public",16.6774,517,12,12,-1.50489166666667,-0.068131828357369,12,1,1
59100112,"Panama","private",6.6,66,19,19,-2.68672105263158,-1.42251739606792,19,1,1
59100142,"Panama","private",20.4773,901,18,15,0.0244222222222222,1.68447365277923,15,0.833333333333333,1
59100149,"Panama","private",10.8235,92,10,10,-0.86012,0.670781461642627,10,1,0
59100152,"Panama","public",16.9474,322,11,11,-2.14265454545455,-0.799012993532152,11,1,1
59100166,"Panama","private",55.913,643,12,11,-0.889683333333333,0.636901654222378,11,0.916666666666667,1
59100182,"Panama","public",8.3,83,10,10,-2.13421,-0.789335479480347,10,1,0
59100183,"Panama","public",13.3636,147,17,17,-2.93572352941176,-1.70787614994584,17,1,1
59100220,"Panama","public",16.6413,1531,13,13,-1.06031538461538,0.44135601084123,13,1,1
59100239,"Panama","public",19,703,15,15,-1.28508666666667,0.183766392524621,15,1,1
59100253,"Panama","public",20.3571,285,11,11,-1.93509090909091,-0.561143469545908,11,1,1
59100254,"Panama","public",46.1667,554,10,10,-2.36112,-1.04937608501858,10,1,0
60400013,"Peru","private",14.3077,279,14,12,-1.51175714285714,0.139741334203939,12,0.857142857142857,1
60400018,"Peru","public",9.1304,105,10,10,-2.07089,-0.482612464363895,10,1,0
60400027,"Peru","public",20.6897,1200,19,17,-1.05466842105263,0.648512905510241,17,0.894736842105263,1
60400046,"Peru","public",5.9394,98,15,15,-2.09641333333333,-0.511021711377713,15,1,1
60400059,"Peru","private",10,140,12,11,-0.875033333333333,0.848459264895105,11,0.916666666666667,1
60400064,"Peru","public",27.4737,261,15,15,-1.9758,-0.376770673902464,15,1,1
60400066,"Peru","public",4,68,11,11,-2.27982727272727,-0.715174195771854,11,1,1
60400070,"Peru","public",10.8,81,10,10,-1.93936,-0.336210416836374,10,1,0
60400072,"Peru","private",12.2286,214,18,13,-0.0946666666666667,1.71706169644856,13,0.722222222222222,1
60400074,"Peru","public",5.9216,151,16,15,-2.1382375,-0.557574920806225,15,0.9375,1
60400076,"Peru","private",14.1429,297,10,8,-0.1331,1.67428272060041,8,0.8,0
60400078,"Peru","private",1.0714,15,13,11,-0.833161538461539,0.895065487831949,11,0.846153846153846,1
60400082,"Peru","public",12.2222,165,19,18,-1.77673157894737,-0.155193661508517,18,0.947368421052632,1
60400084,"Peru","public",5.7931,84,11,11,-2.18556363636364,-0.610252205571701,11,1,1
60400092,"Peru","public",28,154,17,17,-1.99124705882353,-0.393964325845312,17,1,1
60400093,"Peru","public",23.3223,1411,19,19,-2.03583684210526,-0.443595859117221,19,1,1
60400094,"Peru","private",12.5,175,11,10,0.286490909090909,2.14131661564217,10,0.909090909090909,0
60400103,"Peru","private",1.4667,22,16,13,-1.22449375,0.459485490624439,13,0.8125,1
60400121,"Peru","public",5.5758,92,13,11,-1.52615384615385,0.123716801091466,11,0.846153846153846,1
60400129,"Peru","public",11.1111,100,12,12,-1.863725,-0.252023395892528,12,1,1
60400135,"Peru","private",15.8537,325,10,8,-0.45418,1.31689832601259,8,0.8,0
60400136,"Peru","public",19.2821,376,11,10,-1.41182727272727,0.250970237086721,10,0.909090909090909,0
60400139,"Peru","public",10.7692,70,11,11,-1.73039090909091,-0.103613269576771,11,1,1
60400140,"Peru","public",16.3,163,19,19,-2.18715263157895,-0.61202086787713,19,1,1
60400141,"Peru","public",4.9231,128,19,19,-2.61632631578947,-1.08972105880962,19,1,1
60400148,"Peru","public",11.2,84,12,12,-1.874575,-0.26410020130326,12,1,1
60400156,"Peru","private",6.8519,185,11,3,0.859936363636364,2.77960133160663,3,0.272727272727273,0
60400178,"Peru","public",13.6471,116,12,12,-3.33225833333333,-1.8866032397488,12,1,1
60400185,"Peru","public",17,136,18,16,-1.83427222222222,-0.219240403631905,16,0.888888888888889,1
60400186,"Peru","public",10.8,81,13,13,-2.45203076923077,-0.906848676723045,13,1,1
60400189,"Peru","public",16.2667,244,10,10,-1.78967,-0.169595024953194,10,1,0
60400194,"Peru","private",11.5714,81,10,7,-0.57093,1.18694744751462,7,0.7,0
60400196,"Peru","public",10.0625,161,12,11,-1.80858333333333,-0.190646881758262,11,0.916666666666667,1
60400198,"Peru","public",30.3448,440,11,11,-1.75669090909091,-0.132887000664536,11,1,1
60400201,"Peru","public",35.4286,124,15,15,-2.56996,-1.03811212116888,15,1,1
60400203,"Peru","public",14.4444,130,17,15,-2.43441764705882,-0.887244045465346,15,0.88235294117647,1
60400204,"Peru","public",7.4783,86,14,13,-2.62363571428571,-1.09785692823899,13,0.928571428571429,1
60400227,"Peru","public",14.7692,288,13,13,-1.82013076923077,-0.203499981880495,13,1,1
60400233,"Peru","public",12.7059,108,15,14,-1.63893333333333,-0.00181462019782717,14,0.933333333333333,1
60400236,"Peru","public",3.8507,129,14,13,-1.35472142857143,0.314533017518585,13,0.928571428571429,1
60400240,"Peru","public",1.7143,18,13,13,-2.36946153846154,-0.814943374150341,13,1,1
60400242,"Peru","public",14.7368,140,17,15,-1.95954705882353,-0.358680018792758,15,0.88235294117647,1
60400250,"Peru","private",27.1111,122,15,14,-0.382026666666667,1.39721000955197,14,0.933333333333333,1
60400255,"Peru","public",13.6364,75,10,10,-2.37708,-0.823423252263626,10,1,0
60400260,"Peru","public",8,64,10,9,-2.41456,-0.86514110173775,9,0.9,0
60400261,"Peru","public",12.1333,91,10,10,-1.91093,-0.304565847451386,10,1,0
60400262,"Peru","private",25.4074,343,12,11,-1.24870833333333,0.432532973479866,11,0.916666666666667,1
60400271,"Peru","private",33.3333,100,10,10,-0.94954,0.765528157509334,10,1,0
60400272,"Peru","public",7.8947,75,12,12,-2.552175,-1.01831617792189,12,1,1
60400274,"Peru","public",12.3333,74,12,12,-2.716575,-1.201304823961,12,1,1
60400279,"Peru","public",10.4211,99,10,10,-2.38125,-0.828064752591991,10,1,0
60400280,"Peru","private",16,88,13,6,0.0444307692307692,1.87188682699835,6,0.461538461538462,0
60400289,"Peru","private",18,270,14,10,-0.446414285714286,1.32554210668576,10,0.714285714285714,0
60400299,"Peru","private",8.2069,119,12,8,-0.327258333333333,1.45817097769361,8,0.666666666666667,0
60400304,"Peru","private",15.3077,199,14,12,0.00379285714285714,1.82665400150672,12,0.857142857142857,1
60400310,"Peru","public",18.8571,462,12,12,-1.76081666666667,-0.137479256094424,12,1,1
60400318,"Peru","public",8.4444,152,16,15,-1.9319875,-0.328004311040003,15,0.9375,1
60400330,"Peru","public",11.2308,73,12,12,-2.17830833333333,-0.602176548162221,12,1,1
60400331,"Peru","public",16.3077,106,17,17,-2.16095294117647,-0.582858788355273,17,1,1
60400336,"Peru","public",13.0667,98,16,16,-2.785325,-1.27782836054974,16,1,1
60400341,"Peru","public",28,112,18,17,-2.73029444444444,-1.21657552081804,17,0.944444444444444,1
60400345,"Peru","private",14.4,108,12,8,-0.378066666666667,1.40161776525949,8,0.666666666666667,0
60400348,"Peru","public",10.7368,102,12,11,-3.07769166666667,-1.60325281602603,11,0.916666666666667,1
60400349,"Peru","private",6.4242,106,13,11,-1.07572307692308,0.625077607635836,11,0.846153846153846,1
60800065,"Philippines","private",16.8889,304,11,11,-1.34063636363636,-0.949001848681434,11,1,1
60800136,"Philippines","private",9.65,193,11,8,0.339545454545455,1.04419085614522,8,0.727272727272727,0
60800146,"Philippines","private",21.2727,234,16,14,-0.62090625,-0.0951890074637832,14,0.875,1
61600001,"Poland","public",9.2701,635,14,5,-0.0198857142857142,0.499092635441009,5,0.357142857142857,0
61600002,"Poland","public",5.2381,55,16,6,-0.2531125,-0.0678387182029215,6,0.375,0
61600004,"Poland","public",10.6667,384,16,3,0.094525,0.777204006408619,3,0.1875,0
61600007,"Poland","private",6.5333,49,16,2,0.3292,1.3476557022073,2,0.125,0
61600016,"Poland","public",8.2222,148,12,4,-0.387891666666667,-0.395462044860353,4,0.333333333333333,0
61600021,"Poland","public",6.7692,88,18,6,-0.405927777777778,-0.439304508560989,6,0.333333333333333,0
61600027,"Poland","public",9.9091,218,19,6,-0.578547368421053,-0.858910935366273,6,0.31578947368421,0
61600032,"Poland","public",8.2449,202,10,6,-0.4239,-0.482991670141632,6,0.6,0
61600046,"Poland","public",8.4112,450,19,4,-0.0974157894736842,0.310631304381559,4,0.210526315789474,0
61600047,"Poland","public",7.2099,292,16,6,-0.60885,-0.932571050723142,6,0.375,0
61600082,"Poland","public",9.814,211,16,4,0.2293625,1.10496913065387,4,0.25,0
61600093,"Poland","public",10.4615,204,18,4,-0.295622222222222,-0.171172022260011,4,0.222222222222222,0
61600105,"Poland","public",2.3,46,15,9,-0.71574,-1.19240095064397,9,0.6,0
61600117,"Poland","private",4.5714,32,14,7,-0.737871428571429,-1.2461983766971,7,0.5,0
61600121,"Poland","public",12.5848,1076,12,8,-0.526625,-0.732697222292135,8,0.666666666666667,0
61600124,"Poland","public",8.2979,195,13,5,-0.457753846153846,-0.565284133965086,5,0.384615384615385,0
61600133,"Poland","private",2.3333,77,18,1,0.938283333333333,2.82822508702763,1,0.0555555555555556,0
61600144,"Poland","public",11.3158,215,10,4,-0.34082,-0.281039494209154,4,0.4,0
61600148,"Poland","public",1.2,39,11,4,-0.0353818181818182,0.461424461388362,4,0.363636363636364,0
61600160,"Poland","public",8.1667,147,13,7,-0.801053846153846,-1.39978319508232,7,0.538461538461538,0
61600172,"Poland","public",2.3721,102,17,3,-0.281652941176471,-0.137215273302357,3,0.176470588235294,0
61600177,"Poland","public",9.375,225,14,7,-0.269707142857143,-0.108177238109305,7,0.5,0
61600197,"Poland","public",10.04,251,19,4,-0.556726315789474,-0.805867976048934,4,0.210526315789474,0
61600206,"Poland","public",9.4524,397,12,2,0.0281416666666667,0.615838351469793,2,0.166666666666667,0
61600215,"Poland","public",9.027,167,14,5,-0.333821428571429,-0.264027256264777,5,0.357142857142857,0
61600225,"Poland","public",6.0351,344,15,3,0.15542,0.925228534013437,3,0.2,0
61600231,"Poland","private",2.88,72,14,1,0.705514285714286,2.26240641037384,1,0.0714285714285714,0
61600241,"Poland","public",2.4565,113,15,2,0.19382,1.01857186039532,2,0.133333333333333,0
61600242,"Poland","public",7.3191,172,10,5,-0.57014,-0.838474171445985,5,0.5,0
61600244,"Poland","public",8.9063,285,10,4,-0.38423,-0.386561207704928,4,0.4,0
61600254,"Poland","public",7.7971,269,14,3,-0.572935714285714,-0.845270037879368,3,0.214285714285714,0
62000014,"Portugal","public",1,91,16,11,-0.68515625,-0.388503920618155,11,0.6875,1
62000020,"Portugal","public",8.2734,575,13,9,-0.653730769230769,-0.334679880410831,9,0.692307692307692,0
